LayoutIndex, AlgorithmName, Status(0=FAIL 1=OK 3=TIMEOUT), UserTotalTime, UserAverageTime, UserSize, DataChunkSize(k), ChecksumChunkSize(r), RunTimeCost, StorageSize, POISize, MaxQuota, SortedQuota
0, SMP-USER, 1, 0.8345893951898398, 0.20864734879745994, 4,3, 4, 0.019996818, 25, 30, 3, 0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|2|2|2|2|2|3|3|3|3|3
0, SMP-SERVER, 1, 0.8385529537796813, 0.20963823844492033, 4,3, 4, 0.007479484, 25, 30, 3, 0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|2|2|3|3|3|3|3|3
0, Greedy-DT, 1, 0.902490245556348, 0.225622561389087, 4,3, 4, 0.003254519, 25, 30, 3, 0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|1|3|3|3|3|3|3|3
0, Greedy-CK, 1, 0.905087107112998, 0.2262717767782495, 4,3, 4, 0.001066569, 25, 30, 3, 0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|1|3|3|3|3|3|3|3
0, Greedy-RD, 1, 0.904014419287093, 0.22600360482177326, 4,3, 4, 0.001200708, 25, 30, 3, 0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|1|3|3|3|3|3|3|3
0, BALANCE, 1, 1.1482320005033522, 0.28705800012583804, 4,3, 4, 0.001029288, 25, 30, 3, 1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|2|2
0, Greedy-CNT-D, 1, 0.9191977407628017, 0.22979943519070042, 4,3, 4, 0.001324026, 25, 30, 3, 0|0|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|2|2|2|2|2|3|3|3
0, Greedy-CNT-C, 1, 0.9194053305227962, 0.22985133263069904, 4,3, 4, 0.001240152, 25, 30, 3, 0|0|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|2|2|2|2|2|3|3|3
0, MILP-OPT, 2, 0.8698499741275861, 0.21746249353189653, 4,3, 4, 60.012515709, 25, 30, 3, 0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|2|2|2|2|2|2|2|2|3|3
1, SMP-USER, 1, 1.2569214182879775, 0.3142303545719944, 4,3, 4, 0.003724859, 25, 30, 3, 0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|1|2|2|2|3|3|3|3|3
