LayoutIndex, AlgorithmName, Status(0=FAIL 1=OK 3=TIMEOUT), UserTotalTime, UserAverageTime, UserSize, DataChunkSize(k), ChecksumChunkSize(r), RunTimeCost, StorageSize, POISize, MaxQuota, SortedQuota
0, SMP-USER, 1, 0.9731418071396108, 0.2432854517849027, 4,4, 7, 0.025977246, 25, 30, 3, 0|0|0|0|0|0|1|1|1|1|1|2|2|2|3|3|3|3|3|3|3|3|3|3|3
0, SMP-SERVER, 1, 0.973957521535663, 0.24348938038391574, 4,4, 7, 0.01321801, 25, 30, 3, 0|0|0|0|0|1|1|1|1|1|1|1|2|2|3|3|3|3|3|3|3|3|3|3|3
0, Greedy-DT, 1, 1.0156089583234666, 0.25390223958086666, 4,4, 7, 0.004079715, 25, 30, 3, 0|0|0|1|1|1|1|1|1|1|1|1|1|1|3|3|3|3|3|3|3|3|3|3|3
0, Greedy-CK, 1, 1.0067836471743221, 0.25169591179358053, 4,4, 7, 0.001687002, 25, 30, 3, 0|0|0|1|1|1|1|1|1|1|1|1|1|1|3|3|3|3|3|3|3|3|3|3|3
0, Greedy-RD, 1, 1.0015556349393795, 0.2503889087348449, 4,4, 7, 0.002035882, 25, 30, 3, 0|0|0|1|1|1|1|1|1|1|1|1|1|1|3|3|3|3|3|3|3|3|3|3|3
0, BALANCE, 1, 1.0521759309559255, 0.2630439827389814, 4,4, 7, 0.001653935, 25, 30, 3, 1|1|1|1|1|1|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2
0, Greedy-CNT-D, 1, 1.0294172731711901, 0.25735431829279753, 4,4, 7, 0.002027801, 25, 30, 3, 0|0|0|0|1|1|1|1|1|2|2|2|2|2|2|2|2|2|3|3|3|3|3|3|3
0, Greedy-CNT-C, 1, 1.0214309778196946, 0.25535774445492365, 4,4, 7, 0.001920949, 25, 30, 3, 0|0|0|0|1|1|1|1|1|2|2|2|2|2|2|2|2|2|3|3|3|3|3|3|3
0, MILP-OPT, 2, 0.9780227927888181, 0.24450569819720452, 4,4, 7, 60.095907353, 25, 30, 3, 0|0|0|0|0|0|1|1|1|1|1|2|2|2|3|3|3|3|3|3|3|3|3|3|3
1, SMP-USER, 1, 1.4817323942156388, 0.3704330985539097, 4,4, 7, 0.002605584, 25, 30, 3, 0|0|0|1|1|1|1|1|1|1|1|1|1|1|3|3|3|3|3|3|3|3|3|3|3
